,Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020
24916,E08000025,Birmingham,E01008992,Birmingham 079C,226000,226000,234000,396250,445000,725000,587500,585000,480000,427500
24917,E08000025,Birmingham,E01008994,Birmingham 074B,252500,270000,270000,298500,245000,359108.5,359108.5,368217,370000,314000
24918,E08000025,Birmingham,E01008995,Birmingham 134A,196000,173500,173500,190000,200000,220000,192500,175000,182500,180000
24919,E08000025,Birmingham,E01008996,Birmingham 074C,185000,161000,178500,198000,162000,232475,225000,178500,:,190000
24920,E08000025,Birmingham,E01008997,Birmingham 074D,395000,395000,395000,385000,401000,450000,445950,452500,447975,392975
24921,E08000025,Birmingham,E01008998,Birmingham 031A,147500,145000,145500,152000,150000,152000,163500,162000,167250,166500
24922,E08000025,Birmingham,E01008999,Birmingham 031B,171500,166500,155000,175000,177500,180000,180000,197000,227500,241000
24923,E08000025,Birmingham,E01009000,Birmingham 031C,96000,90000,89000,88000,88250,100000,105000,153875,116500,113000
24924,E08000025,Birmingham,E01009001,Birmingham 018A,155000,151000,180000,215000,206250,205000,204750,195500,195000,195500
24925,E08000025,Birmingham,E01009002,Birmingham 023A,192995,197995,197995,199995,199995,183000,150500,165000,158000,167500
24926,E08000025,Birmingham,E01009003,Birmingham 018B,211000,222500,225000,225000,216725,220000,229975,240000,240000,240000
24927,E08000025,Birmingham,E01009005,Birmingham 025A,145000,162000,179000,179500,160000,165000,163000,162000,177250,136000
24928,E08000025,Birmingham,E01009006,Birmingham 023C,155000,160000,155000,154000,158000,159000,157000,150000,153500,153500
24929,E08000025,Birmingham,E01009007,Birmingham 023D,121000,120000,112750,97000,107000,114000,121250,120500,135950,135950
24930,E08000025,Birmingham,E01009008,Birmingham 028A,185000,180000,185000,187000,200000,215000,230000,239500,230000,225000
24931,E08000025,Birmingham,E01009009,Birmingham 025B,250000,249500,249750,275000,249500,285000,290000,300000,300000,307000
24932,E08000025,Birmingham,E01009011,Birmingham 028B,172750,172750,172000,170750,171000,171000,180000,184500,182250,192000
24933,E08000025,Birmingham,E01009012,Birmingham 028C,165000,182500,177500,174000,180000,176250,180000,181000,180000,180000
24934,E08000025,Birmingham,E01009013,Birmingham 031D,125300,132500,140000,150000,151000,141250,139500,139000,129000,150000
24935,E08000025,Birmingham,E01009014,Birmingham 090A,144000,144000,144000,178000,147500,147500,189000,192000,206495,210995
24936,E08000025,Birmingham,E01009015,Birmingham 089G,139000,142000,140000,141000,145500,155750,165750,197000,204000,155000
24937,E08000025,Birmingham,E01009016,Birmingham 098A,154975,162500,165000,170000,152000,151000,152000,155250,164000,167000
24938,E08000025,Birmingham,E01009017,Birmingham 097A,170000,170000,175000,180000,177500,:,180000,177500,193000,186500
24939,E08000025,Birmingham,E01009018,Birmingham 090B,225000,225000,210000,208000,165975,156000,164750,172500,220000,180000
24940,E08000025,Birmingham,E01009019,Birmingham 103A,148000,143000,142500,135000,140000,150000,150000,156000,154250,152500
24941,E08000025,Birmingham,E01009020,Birmingham 103B,157250,157250,:,155250,140000,158000,155000,154300,164000,154300
24942,E08000025,Birmingham,E01009021,Birmingham 103C,138750.5,138501,138501,138501,143000,143000,146000,150000,154950,155250
24943,E08000025,Birmingham,E01009022,Birmingham 098B,175000,203000,200000,221000,206500,202500,222500,190000,185000,190000
24944,E08000025,Birmingham,E01009023,Birmingham 098C,231000,231000,237000,233500,230000,238500,240000,240000,242000,240000
24945,E08000025,Birmingham,E01009024,Birmingham 103D,135000,135000,135000,127500,168000,167750,157125,164250,157125,171000
24946,E08000025,Birmingham,E01009025,Birmingham 103E,142000,144000,146500,152000,153500,158975,158975,159000,152750,152750
24947,E08000025,Birmingham,E01009026,Birmingham 090C,115000,115000,132500,152796,153000,197495,208995,205495,204995,203995
24948,E08000025,Birmingham,E01009028,Birmingham 090D,134138,139000,138000,145000,150000,150500,148000,147500,147500,145000
24949,E08000025,Birmingham,E01009029,Birmingham 090E,146000,150000,126000,139250,141250,160000,165000,153000,147000,148000
24950,E08000025,Birmingham,E01009030,Birmingham 098D,253000,253000,258550,258550,240000,226000,242000,266000,224500,229000
24951,E08000025,Birmingham,E01009031,Birmingham 105C,217500,216250,182250,220000,240000,140000,275000,264975,291000,291000
24952,E08000025,Birmingham,E01009032,Birmingham 108A,235000,236000,290000,282750,280500,285250,267750,280500,250000,250000
24953,E08000025,Birmingham,E01009033,Birmingham 103F,150000,153500,157250,166000,167250,160000,167500,162500,165000,170500
24954,E08000025,Birmingham,E01009034,Birmingham 108B,269000,277000,273000,273000,258750,290000,270000,270000,277500,275000
24955,E08000025,Birmingham,E01009035,Birmingham 108C,167250,191650,246000,243000,262000,266000,257000,257000,257000,196000
24956,E08000025,Birmingham,E01009036,Birmingham 108D,257500,250000,263000,271000,275000,271750,268500,268000,264000,264000
24957,E08000025,Birmingham,E01009037,Birmingham 105D,240000,250000,240000,250000,241500,250000,250000,261225,281000,253750
24958,E08000025,Birmingham,E01009039,Birmingham 132A,240725,247000,250000,252500,253500,252000,251000,262000,250000,256000
24959,E08000025,Birmingham,E01009040,Birmingham 132B,282500,277500,287500,280000,296000,286000,276500,279000,285000,275000
24960,E08000025,Birmingham,E01009041,Birmingham 132C,215000,216250,242250,246000,246000,246000,246000,236000,236000,245000
24961,E08000025,Birmingham,E01009042,Birmingham 132D,239950,241500,241725,243500,204000,241500,242000,241750,250000,246000
24962,E08000025,Birmingham,E01009043,Birmingham 097B,169250,169250,182500,186000,179500,179500,177000,179500,186750,190000
24963,E08000025,Birmingham,E01009044,Birmingham 097C,141000,154500,154500,162500,162500,164000,177000,162750,170000,166375
24964,E08000025,Birmingham,E01009045,Birmingham 097D,157995,157995,160000,172100,175000,170000,175000,175000,160000,164250
24965,E08000025,Birmingham,E01009046,Birmingham 097E,225500,225000,225000,255500,281500,281500,283000,301500,275000,261750
24966,E08000025,Birmingham,E01009047,Birmingham 040C,120000,:,:,:,:,:,:,125000,:,95000
24967,E08000025,Birmingham,E01009048,Birmingham 040D,270000,270000,285000,285000,245000,:,:,:,:,:
24968,E08000025,Birmingham,E01009049,Birmingham 032A,98500,135000,135000,190000,190000,198500,207000,176000,161000,138500
24969,E08000025,Birmingham,E01009050,Birmingham 035A,95800,97875,99950,103975,106475,125000,120000,120000,126500,100000
24970,E08000025,Birmingham,E01009051,Birmingham 033A,113750,116750,121000,121000,119750,119500,119750,130000,131750.5,140000
24971,E08000025,Birmingham,E01009053,Birmingham 033B,:,:,:,115000,120000,:,107000,118500,115000,117500
24972,E08000025,Birmingham,E01009054,Birmingham 033C,150000,145000,:,150000,147500,150000,144000,144000,145000,144000
24973,E08000025,Birmingham,E01009056,Birmingham 032B,132500,137000,139000,139000,212000,168500,200000,207500,218750,222500
24974,E08000025,Birmingham,E01009057,Birmingham 035D,137500,137500,107500,110000,115000,115000,123500,122000,140000,165000
24975,E08000025,Birmingham,E01009058,Birmingham 033D,96500,96500,96500,135000,140000,131500,131500,133750,122000,136000
24976,E08000025,Birmingham,E01009059,Birmingham 035E,:,:,:,:,:,:,:,:,134000,125000
24977,E08000025,Birmingham,E01009060,Birmingham 035F,:,:,:,:,:,:,:,122000,141000,122000
24978,E08000025,Birmingham,E01009061,Birmingham 033E,120000,130000,130000,130000,:,:,:,:,:,153500
24979,E08000025,Birmingham,E01009062,Birmingham 040E,:,:,:,:,:,:,:,92000,117500,117500
24980,E08000025,Birmingham,E01009064,Birmingham 095B,160000,160000,158000,156000,172000,189500,205000,207500,184000,165000
24981,E08000025,Birmingham,E01009065,Birmingham 075A,437000,448500,445000,445000,350000,380000,410000,493000,495250,497500
24982,E08000025,Birmingham,E01009066,Birmingham 073A,580000,617000,692497.5,719995,682497.5,612497.5,582495,556000,539497.5,557497.5
24983,E08000025,Birmingham,E01009067,Birmingham 075B,325000,372000,371000,402950,420000,450000,450000,494600,450000,391000
24984,E08000025,Birmingham,E01009068,Birmingham 075C,292000,287500,359000,316000,260000,245000,188500,188500,183500,176500
24985,E08000025,Birmingham,E01009069,Birmingham 075D,295000,295500,295500,293000,293000,285500,288500,257500,259950,260000
24986,E08000025,Birmingham,E01009070,Birmingham 073B,307000,303000,306000,301500,295000,308000,312000,317500,315000,319500
24987,E08000025,Birmingham,E01009071,Birmingham 087B,297475,295000,252000,265000,252000,247250,305000,298000,280000,300000
24988,E08000025,Birmingham,E01009072,Birmingham 075E,254500,270000,274000,286250,274500,275000,285000,252500,281000,284000
24989,E08000025,Birmingham,E01009073,Birmingham 085A,125000,125000,125000,115000,110000,131000,100000,135000,131500,128000
24990,E08000025,Birmingham,E01009074,Birmingham 085B,125250,124000,125000,125000,125500,129000,135000,136000,140000,147000
24991,E08000025,Birmingham,E01009075,Birmingham 087C,176000,207500,230000,232500,172000,160000,145000,160000,190000,213500
24992,E08000025,Birmingham,E01009077,Birmingham 095C,220000,262000,270000,267500,270000,282500,277500,290000,300000,321000
24993,E08000025,Birmingham,E01009078,Birmingham 087E,157000,169000,170000,172000,176000,176000,167500,176750,181750,181750
24994,E08000025,Birmingham,E01009079,Birmingham 038A,111250,112000,122500,123750,123250,124500,126500,126250,127500,127750
24995,E08000025,Birmingham,E01009080,Birmingham 038B,124500,124500,118000,119750,:,97250,123500,132000,133500,137500
24996,E08000025,Birmingham,E01009081,Birmingham 038C,125000,125000,134250,131500,127500,135000,135000,153000,149250,135000
24997,E08000025,Birmingham,E01009082,Birmingham 044A,120000,122000,124000,135000,140000,140000,140000,157500,159750,155250
24998,E08000025,Birmingham,E01009083,Birmingham 038D,130000,130000,157000,158500,171000,160000,150000,138500,137550,150000
24999,E08000025,Birmingham,E01009084,Birmingham 042A,212000,212000,170000,177000,182750,177000,213000,213000,228000,213000
25000,E08000025,Birmingham,E01009085,Birmingham 042B,208400,220000,251000,251000,253500,255000,259000,270000,275000,270000
25001,E08000025,Birmingham,E01009086,Birmingham 044B,150000,153000,153000,174000,225000,225000,215000,220000,180000,177500
25002,E08000025,Birmingham,E01009087,Birmingham 042C,161000,163000,162000,166000,182500,185000,187250,188500,180500,178000
25003,E08000025,Birmingham,E01009088,Birmingham 045A,166500,168000,168000,177500,177500,180000,185000,182500,197500,195000
25004,E08000025,Birmingham,E01009089,Birmingham 042D,162500,172000,175000,178000,189750,192000,202000,209950,210000,207500
25005,E08000025,Birmingham,E01009090,Birmingham 042E,200000,200000,199500,195500,188500,180000,217000,220000,226500,249950
25006,E08000025,Birmingham,E01009091,Birmingham 045B,150000,154000,156500,146500,156500,160000,162500,164250,183000,175000
25007,E08000025,Birmingham,E01009092,Birmingham 054A,118000,118000,128000,131000,139000,133000,128000,130000,125500,126500
25008,E08000025,Birmingham,E01009093,Birmingham 054B,121000,121000,120000,121500,131500,141000,143000,141000,137000,132000
25009,E08000025,Birmingham,E01009094,Birmingham 054C,131000,137500,155000,150000,158000,156000,156000,153000,143250,135250
25010,E08000025,Birmingham,E01009095,Birmingham 056A,129000,160000,173500,175000,166000,160000,143500,132000,125000,120000
25011,E08000025,Birmingham,E01009096,Birmingham 029A,71500,81000,96500,122000,133000,130500,132000,140000,130475,134975
25012,E08000025,Birmingham,E01009097,Birmingham 029B,159950,159950,141500,143000,143000,137500,135000,140000,140000,154000
25013,E08000025,Birmingham,E01009098,Birmingham 025C,170000,173000,172500,167000,178500,175000,185500,191500,185000,193500
25014,E08000025,Birmingham,E01009099,Birmingham 029C,97750,97750,95500,94000,94000,94000,110000,119000,96500,107000
25015,E08000025,Birmingham,E01009100,Birmingham 025D,180000,190000,197000,195000,197000,200000,197500,201000,225000,188750
25016,E08000025,Birmingham,E01009101,Birmingham 029D,135000,135000,135000,142500,143750,153750,157500,137500,150000,150000
25017,E08000025,Birmingham,E01009102,Birmingham 028D,124000,133250,135500,145750,136750,135000,135000,130000,135000,130000
25018,E08000025,Birmingham,E01009103,Birmingham 029E,126000,:,:,158000,158000,155000,155000,150000,140000,140000
25019,E08000025,Birmingham,E01009104,Birmingham 028E,125000,124000,125000,131000,136500,138000,140000,146750,147000,146000
25020,E08000025,Birmingham,E01009105,Birmingham 025E,188000,198600,195500,185000,185000,185000,192500,195000,195000,197500
25021,E08000025,Birmingham,E01009106,Birmingham 029F,144950,139000,140000,146000,140000,151000,145000,135000,145000,147500
25022,E08000025,Birmingham,E01009107,Birmingham 128A,111500,113000,109250,117000,140000,144500,144500,138500,133500,128500
25023,E08000025,Birmingham,E01009108,Birmingham 127A,229690,227345,225000,229690,225000,230000,235000,230000,247000,236500
25024,E08000025,Birmingham,E01009109,Birmingham 123B,122000,128500,145000,166250,201475,205750,187750,191500,165000,165000
25025,E08000025,Birmingham,E01009110,Birmingham 128B,120000,120000,129500,122500,150000,157000,155500,150000,135000,142500
25026,E08000025,Birmingham,E01009111,Birmingham 127B,190000,190000,190000,182000,187500,184750,187500,187500,180000,188000
25027,E08000025,Birmingham,E01009112,Birmingham 127C,182000,180500,175250,163500,156000,155000,156000,157500,198725,165000
25028,E08000025,Birmingham,E01009113,Birmingham 128C,135500,239995,151500,130000,128750,126000,177000,177495,182995,182995
25029,E08000025,Birmingham,E01009114,Birmingham 128D,130000,130000,129000,144000,169500,135000,137500,133000,134000,145000
25030,E08000025,Birmingham,E01009115,Birmingham 128E,119000,124000,125500,127500,130000,139997.5,149995,142500,142500,135000
25031,E08000025,Birmingham,E01009116,Birmingham 127D,239500,255000,225000,235000,245000,255500,312000,335000,347500,343000
25032,E08000025,Birmingham,E01009117,Birmingham 126A,130000,125000,130000,130000,130000,157000,:,:,:,:
25033,E08000025,Birmingham,E01009118,Birmingham 127E,155000,176000,161000,141000,140000,140000,137500,163000,175000,158000
25034,E08000025,Birmingham,E01009119,Birmingham 123C,225000,186000,180000,167000,179975,182475,176475,190500,195750,190500
25035,E08000025,Birmingham,E01009120,Birmingham 123D,131500,125750,115000,112000,126500,127500,161000,204750,222000,223500
25036,E08000025,Birmingham,E01009121,Birmingham 014A,170000,170000,170000,190000,197500,205000,204500,204000,204000,204000
25037,E08000025,Birmingham,E01009122,Birmingham 014B,115000,120000,127000,129000,129000,127750,129250,132000,135000,140000
25038,E08000025,Birmingham,E01009123,Birmingham 022A,119000,121000,126000,117450,128000,129500,125500,137000,135000,138000
25039,E08000025,Birmingham,E01009124,Birmingham 022B,112000,129000,129000,128000,129000,128500,131500,131500,122500,110000
25040,E08000025,Birmingham,E01009125,Birmingham 022C,120000,128500,128750,128750,128750,125000,130000,140000,140000,150500
25041,E08000025,Birmingham,E01009126,Birmingham 026A,168750,173000,174500,175000,180000,183000,180000,176000,176000,176000
25042,E08000025,Birmingham,E01009127,Birmingham 011A,123500,129000,129000,132000,125250,125000,125000,133000,135000,135000
25043,E08000025,Birmingham,E01009128,Birmingham 011B,125000,130000,135000,135000,135500,140000,137450,134950,137500,137500
25044,E08000025,Birmingham,E01009129,Birmingham 014C,125000,126750,129250,130750,134000,135000,137500,140000,141000,141000
25045,E08000025,Birmingham,E01009130,Birmingham 011C,118250,118500,118500,134995,128000,136500,131000,131000,138000,140000
25046,E08000025,Birmingham,E01009131,Birmingham 011D,124950,122000,124500,122000,126500,131500,133750,133750,133750,134000
25047,E08000025,Birmingham,E01009132,Birmingham 014D,116000,120000,132000,131000,131000,134000,131000,143500,147000,142500
25048,E08000025,Birmingham,E01009133,Birmingham 011E,113000,125000,128000,131000,131000,130000,130000,131000,131000,136000
25049,E08000025,Birmingham,E01009134,Birmingham 011F,122000,122000,130000,128000,135000,135000,135000,142000,141000,142250
25050,E08000025,Birmingham,E01009135,Birmingham 010A,206000,205000,200000,210000,210000,205000,208500,205000,204000,210000
25051,E08000025,Birmingham,E01009136,Birmingham 014E,140000,146000,147250,162260,165500,165000,156000,152000,153500,155000
25052,E08000025,Birmingham,E01009137,Birmingham 011G,125000,128000,130000,130000,132000,137000,137000,137500,135500,135000
25053,E08000025,Birmingham,E01009138,Birmingham 060A,173000,140000,138750,158750,156875,170000,162500,160000,175000,170000
25054,E08000025,Birmingham,E01009139,Birmingham 060B,215000,178750,135000,134000,183750,166000,160000,172000,154000,165000
25055,E08000025,Birmingham,E01009140,Birmingham 060C,265995,267495,296995,296995,299995,299995,296000,297000,306000,311000
25056,E08000025,Birmingham,E01009141,Birmingham 137A,135000,149500,106000,149500,155000,171500,185000,:,:,:
25057,E08000025,Birmingham,E01009143,Birmingham 136A,:,:,:,:,:,:,:,:,:,:
25058,E08000025,Birmingham,E01009145,Birmingham 060D,247000,250000,225000,226000,225000,225000,275000,274997.5,280000,280000
